CG10237	FBtr0081208
RanGAP	FBtr0334174
Top2	FBtr0081287
swm	FBtr0331325
swm	FBtr0331326
swm	FBtr0081245
CG33116	FBtr0081249
CG13082	FBtr0081251
ref(2)P	FBtr0081253
ref(2)P	FBtr0100289
msb1l	FBtr0081258
CG10268	FBtr0081266
Hakai	FBtr0081263
CG10366	FBtr0081259
CG10462	FBtr0100352
CG10462	FBtr0081325
CG10462	FBtr0100351
Nf-YB	FBtr0343854
Nf-YB	FBtr0081289
CR44906	FBtr0343859
CG10628	FBtr0081323
fbp	FBtr0343858
fs(2)ltoPP43	FBtr0081316
CoIV	FBtr0081300
barr	FBtr0081349
lok	FBtr0081330
lok	FBtr0081329
fok	FBtr0310559
fok	FBtr0310558
CG10721	FBtr0081333
Taf13	FBtr0081340
mRpS18B	FBtr0081338
mRpS18B	FBtr0081339
spir	FBtr0081354
spir	FBtr0307893
spir	FBtr0081353
spir	FBtr0301884
Arpc2	FBtr0346418
Arpc2	FBtr0081358
CG31688	FBtr0273378
CG31688	FBtr0330203
CG31688	FBtr0330204
CG31688	FBtr0330661
Cdc23	FBtr0332969
CG2493	FBtr0332970
CG17470	FBtr0081406
phr6-4	FBtr0336829
phr6-4	FBtr0336830
CG2608	FBtr0081384
bru	FBtr0081403
Cen	FBtr0081399
CG9318	FBtr0335149
CG9318	FBtr0081393
Fs(2)Ket	FBtr0081392
Fs(2)Ket	FBtr0305585
Ns4	FBtr0081409
dia	FBtr0081410
dia	FBtr0335145
cad	FBtr0081412
cad	FBtr0081413
Pomp	FBtr0081414
CG9328	FBtr0081415
Mtp	FBtr0081439
RPA2	FBtr0081438
RPA2	FBtr0333011
CG9253	FBtr0081468
del	FBtr0081502
del	FBtr0333085
E2f2	FBtr0081501
Mpp6	FBtr0343869
CG9248	FBtr0081471
CG9248	FBtr0343870
CG9246	FBtr0081472
CG43345	FBtr0306974
Acon	FBtr0346587
Acon	FBtr0300425
Acon	FBtr0343871
CR44911	FBtr0343872
Mcm10	FBtr0081475
Atg18b	FBtr0331678
Atg18b	FBtr0081487
CG8679	FBtr0081488
CG8677	FBtr0331677
CR45713	FBtr0346493
l(2)k14505	FBtr0081482
l(2)k14505	FBtr0330677
CG8671	FBtr0114602
crc	FBtr0081512
Lamp1	FBtr0085896
CG2201	FBtr0305503
CG2201	FBtr0085923
CG2201	FBtr0100511
Df31	FBtr0085919
EF2	FBtr0085911
step	FBtr0085910
CG34137	FBtr0303249
Clamp	FBtr0085964
CR12628	FBtr0085952
CG3262	FBtr0334169
RpL21	FBtr0085961
RpL21	FBtr0345541
Tif-IA	FBtr0085955
CG17018	FBtr0085956
RpL5	FBtr0332633
RpL5	FBtr0111132
CG17490	FBtr0344794
CG17490	FBtr0302386
Spf45	FBtr0111241
Spf45	FBtr0111239
Gpb5	FBtr0113776
CG40042	FBtr0113781
CR41519	FBtr0304148
RpS3A	FBtr0308296
Crk	FBtr0345064
Rad23	FBtr0089122
pncr013:4	FBtr0303021
CG1970	FBtr0089105
Ephrin	FBtr0089076
CG11360	FBtr0089091
CG11231	FBtr0089242
CG11148	FBtr0300882
CR44029	FBtr0344970
CG11077	FBtr0089222
CG11076	FBtr0089221
ATPsyn-beta	FBtr0089186
ATPsyn-beta	FBtr0344754
mt:tRNA:K	FBtr0100864
mt:ATPase8	FBtr0100866
mt:ND3	FBtr0100870
